ID,Qualidade,Percepcao_Recompensas,Intencao_Comportamental
59,1.0,1.0,1.0
60,1.0,1.0,1.0
61,2.6666666666666665,5.0,5.0
62,1.0,4.0,4.0
63,2.75,5.0,5.0
64,1.0,1.0,1.0
65,2.25,5.0,5.0
66,1.75,5.0,5.0
67,1.0,2.7777777777777777,2.2
68,1.75,5.0,5.0
69,3.3333333333333335,5.0,5.0
70,1.0,5.0,5.0
71,2.5,5.0,5.0
72,1.0,5.0,5.0
73,2.8333333333333335,5.0,5.0
74,1.0,5.0,4.0
75,1.0,5.0,5.0
76,1.0,1.0,1.0
77,2.6666666666666665,5.0,5.0
78,1.0,5.0,5.0
79,1.0,5.0,5.0
80,2.25,5.0,5.0
81,3.0,5.0,5.0
82,2.9166666666666665,5.0,5.0
83,1.0,5.0,5.0
84,1.0,5.0,5.0
85,2.5,5.0,5.0
86,2.75,5.0,4.2
87,1.0,5.0,5.0
88,1.0,5.0,5.0
89,1.0,4.777777777777778,5.0
90,1.0,2.3333333333333335,3.0
91,2.0,5.0,5.0
92,1.0,5.0,1.0
93,1.0,5.0,5.0
94,1.0,5.0,5.0
95,2.75,5.0,5.0
96,1.0,1.0,1.0
97,2.5,5.0,5.0
98,1.0,5.0,5.0
99,3.1666666666666665,5.0,5.0
100,1.0,5.0,5.0
101,2.8333333333333335,5.0,5.0
102,1.0,5.0,5.0
103,1.0,5.0,5.0
104,1.8333333333333333,3.6666666666666665,3.6
105,1.0,5.0,5.0
106,2.5833333333333335,5.0,5.0
107,2.0,5.0,5.0
108,1.0,1.0,1.0
109,2.4166666666666665,5.0,5.0
110,1.0,5.0,5.0
111,2.3333333333333335,5.0,5.0
112,1.0,5.0,5.0
113,1.0,5.0,5.0
114,3.3333333333333335,5.0,5.0
115,2.5833333333333335,5.0,5.0
116,1.0,5.0,5.0
117,2.9166666666666665,5.0,5.0
118,1.0,5.0,5.0
119,1.0,5.0,5.0
120,3.6666666666666665,5.0,5.0
121,1.0,5.0,5.0
122,1.0,5.0,5.0
123,2.3333333333333335,5.0,5.0
124,1.0,5.0,5.0
125,1.75,5.0,5.0
126,1.0,5.0,5.0
127,1.0,5.0,5.0
128,3.0,3.6666666666666665,3.5
129,1.0,5.0,5.0
130,2.0,5.0,5.0
131,1.0,5.0,5.0
132,2.75,5.0,5.0
133,1.0,5.0,5.0
134,1.0,5.0,5.0
135,1.0,5.0,5.0
136,1.0,1.0,1.0
137,2.5,5.0,5.0
138,1.0,5.0,5.0
139,1.0,5.0,5.0
140,1.0,5.0,5.0
141,1.0,5.0,5.0
142,2.75,5.0,5.0
143,1.0,5.0,5.0
144,2.8333333333333335,5.0,5.0
145,1.0,5.0,5.0
146,1.0,5.0,5.0
147,1.0,5.0,5.0
148,1.0,5.0,5.0
149,1.0,2.7777777777777777,3.4
150,1.0,5.0,5.0
151,1.0,5.0,5.0
152,1.0,5.0,5.0
153,1.0,5.0,5.0
154,3.1666666666666665,3.888888888888889,4.2
155,1.0,5.0,5.0
156,1.0,5.0,5.0
157,2.9166666666666665,4.0,2.0
158,1.0,5.0,5.0
159,1.0,5.0,5.0
160,2.5833333333333335,3.5555555555555554,3.9
161,1.0,5.0,5.0
162,2.5833333333333335,5.0,5.0
163,2.4166666666666665,3.2222222222222223,3.0
164,1.0,5.0,5.0
165,2.9166666666666665,5.0,5.0
166,1.0,5.0,5.0
167,2.5,1.8888888888888888,1.3
168,1.0,5.0,5.0
169,1.0,5.0,5.0
170,1.0,5.0,5.0
171,3.1666666666666665,3.6666666666666665,3.6
172,1.0,5.0,5.0
173,2.9166666666666665,5.0,5.0
174,1.0,5.0,5.0
175,1.0,5.0,5.0
176,2.25,4.333333333333333,3.8
177,1.1666666666666667,4.111111111111111,5.0
178,2.9166666666666665,5.0,2.0
179,1.9166666666666667,4.555555555555555,3.8
180,2.75,3.0,2.5
181,2.0,5.0,5.0
182,3.1666666666666665,3.6666666666666665,3.2
183,2.4166666666666665,5.0,5.0
184,3.5,3.6666666666666665,4.0
185,2.6666666666666665,3.888888888888889,3.9
186,2.8333333333333335,4.111111111111111,3.9
187,2.1666666666666665,4.222222222222222,3.6
188,1.9166666666666667,3.2222222222222223,3.4
189,1.5,2.888888888888889,1.0
190,2.6666666666666665,3.4444444444444446,3.5
191,2.8333333333333335,4.333333333333333,4.6
192,2.0833333333333335,4.555555555555555,3.6
193,1.9166666666666667,4.333333333333333,4.6
194,2.5,4.666666666666667,3.9
195,2.9166666666666665,3.7777777777777777,3.3
196,1.1666666666666667,4.111111111111111,5.0
197,1.3333333333333333,3.0,3.1
198,2.0,5.0,4.0
199,1.6666666666666667,3.4444444444444446,4.3
200,1.9166666666666667,4.222222222222222,3.7
201,2.75,3.4444444444444446,4.4
202,3.3333333333333335,3.888888888888889,4.2
203,1.0,5.0,5.0
204,2.5833333333333335,3.111111111111111,2.2
205,2.75,4.0,3.8
206,2.9166666666666665,5.0,5.0
207,3.3333333333333335,3.5555555555555554,3.6
208,1.0,5.0,5.0
209,1.0,5.0,3.6
210,2.5,5.0,5.0
211,3.3333333333333335,4.333333333333333,4.2
212,2.4166666666666665,4.111111111111111,3.8
213,2.8333333333333335,4.333333333333333,4.7
214,2.9166666666666665,5.0,5.0
215,2.0,3.7777777777777777,3.4
216,3.3333333333333335,3.4444444444444446,3.4
217,2.5833333333333335,5.0,5.0
218,2.0,5.0,5.0
219,2.5,5.0,5.0
220,1.0,3.4444444444444446,3.6
221,1.0,1.8888888888888888,2.2
222,1.0,5.0,5.0
223,1.0,1.0,1.0
224,1.0,5.0,5.0
225,1.6666666666666667,5.0,5.0
226,1.0,5.0,5.0
227,2.5833333333333335,5.0,5.0
228,3.0,5.0,2.2
229,1.0,5.0,5.0
230,1.0,1.0,1.0
231,1.0,5.0,5.0
232,2.3333333333333335,5.0,5.0
233,1.0,5.0,5.0
234,3.0833333333333335,5.0,5.0
235,1.0,5.0,5.0
236,3.1666666666666665,5.0,5.0
237,1.0,5.0,5.0
238,1.0,5.0,5.0
239,1.0,5.0,5.0
240,3.0,5.0,5.0
241,1.0,5.0,5.0
242,1.0,5.0,5.0
243,2.6666666666666665,5.0,5.0
244,1.0,5.0,5.0
245,2.1666666666666665,5.0,5.0
246,1.0,5.0,5.0
247,1.0,5.0,5.0
248,1.0,5.0,5.0
249,1.0,5.0,5.0
250,1.0,5.0,5.0
251,1.75,5.0,5.0
252,3.25,2.7777777777777777,3.4
253,1.0,1.8888888888888888,2.2
254,4.0,3.6666666666666665,3.6
255,1.0,5.0,5.0
256,1.0,5.0,5.0
257,2.8333333333333335,5.0,5.0
258,2.3333333333333335,5.0,5.0
259,1.0,2.3333333333333335,2.2
260,1.0,5.0,5.0
261,1.0,5.0,5.0
262,1.0,5.0,5.0
263,1.0,5.0,5.0
264,2.8333333333333335,5.0,5.0
265,1.0,5.0,5.0
266,1.0,2.3333333333333335,2.2
267,1.0,5.0,5.0
268,2.9166666666666665,5.0,5.0
269,1.0,5.0,5.0
270,1.0,5.0,5.0
271,2.5833333333333335,5.0,5.0
272,3.0833333333333335,5.0,5.0
273,1.0,1.0,1.0
274,1.0,5.0,5.0
275,1.0,5.0,5.0
276,1.0,5.0,5.0
277,1.0,1.4444444444444444,1.4
278,2.1666666666666665,5.0,5.0
279,1.0,4.666666666666667,5.0
280,1.0,5.0,5.0
281,2.75,5.0,5.0
282,1.0,2.3333333333333335,2.2
283,1.0,5.0,5.0
284,1.0,5.0,5.0
285,1.0,5.0,5.0
286,3.0,5.0,5.0
287,1.0,5.0,2.2
288,1.0,5.0,5.0
289,2.3333333333333335,2.3333333333333335,2.2
290,1.0,2.3333333333333335,2.2
291,1.0,5.0,5.0
292,1.0,5.0,5.0
293,3.3333333333333335,5.0,5.0
294,3.0,5.0,5.0
295,1.0,5.0,5.0
296,1.0,1.0,1.0
297,2.0,2.3333333333333335,2.2
298,1.0,5.0,5.0
299,1.0,2.3333333333333335,2.2
300,1.0,3.6666666666666665,3.4
301,2.25,2.3333333333333335,2.2
302,1.0,5.0,5.0
303,1.0,5.0,5.0
304,1.0,5.0,5.0
305,1.0,5.0,5.0
306,1.0,5.0,5.0
307,1.0,5.0,5.0
308,3.3333333333333335,5.0,5.0
309,2.4166666666666665,2.3333333333333335,2.2
310,2.75,5.0,5.0
311,1.0,5.0,5.0
312,1.0,5.0,5.0
313,1.0,5.0,5.0
314,1.0,5.0,5.0
315,2.5,5.0,3.9
316,1.0,5.0,5.0
317,1.0,5.0,5.0
318,2.6666666666666665,5.0,5.0
319,1.0,5.0,5.0
320,1.0,5.0,5.0
321,1.0,5.0,5.0
322,1.0,5.0,5.0
323,1.0,5.0,5.0
324,2.3333333333333335,5.0,5.0
325,1.0,5.0,5.0
326,1.0,5.0,5.0
327,2.0833333333333335,5.0,5.0
328,1.0,5.0,5.0
329,1.0,5.0,5.0
330,1.0,5.0,5.0
331,1.0,5.0,5.0
332,2.0,5.0,5.0
333,1.0,1.0,1.0
334,2.0,2.3333333333333335,2.2
335,1.0,5.0,5.0
336,1.0,5.0,5.0
337,1.0,5.0,5.0
338,1.0,5.0,5.0
339,1.0,5.0,5.0
340,1.0,5.0,5.0
341,3.0833333333333335,5.0,5.0
342,2.5,2.3333333333333335,2.2
343,1.0,5.0,5.0
344,1.0,2.3333333333333335,2.2
345,1.0,5.0,5.0
346,1.0,5.0,5.0
347,1.0,5.0,5.0
348,1.0,5.0,5.0
349,3.0,5.0,5.0
350,1.0,5.0,5.0
351,1.0,5.0,5.0
352,1.0,5.0,5.0
353,2.5833333333333335,5.0,5.0
354,3.0,2.7777777777777777,2.2
355,1.0,5.0,5.0
356,1.0,5.0,5.0
357,2.75,5.0,5.0
358,1.0,5.0,5.0
359,1.0,5.0,5.0
360,1.0,5.0,5.0
361,1.0,5.0,5.0
362,2.4166666666666665,5.0,5.0
363,3.3333333333333335,5.0,5.0
364,2.5833333333333335,5.0,5.0
365,1.0,5.0,1.0
366,1.0,5.0,5.0
367,1.0,5.0,5.0
368,1.0,5.0,5.0
369,1.0,5.0,5.0
370,1.0,5.0,5.0
371,1.0,5.0,5.0
372,3.0,5.0,5.0
373,1.0,5.0,5.0
374,1.0,2.3333333333333335,2.2
375,1.0,1.0,1.0
376,2.0,5.0,5.0
377,1.0,5.0,5.0
378,1.0,5.0,5.0
379,1.0,4.333333333333333,4.3
380,1.0,5.0,5.0
381,1.0,5.0,5.0
382,1.0,5.0,5.0
383,1.0,5.0,5.0
384,1.0,4.333333333333333,4.5
385,3.0,5.0,5.0
386,1.0,5.0,5.0
387,2.5833333333333335,3.6666666666666665,3.6
388,1.0,5.0,5.0
389,1.0,5.0,5.0
390,1.0,5.0,5.0
391,3.0,2.3333333333333335,2.2
392,1.0,5.0,5.0
393,1.6666666666666667,5.0,5.0
394,1.0,5.0,5.0
395,1.0,5.0,2.2
396,1.0,5.0,3.8
397,1.0,5.0,2.2
398,1.0,5.0,5.0
399,1.0,5.0,5.0
400,3.0,5.0,5.0
401,1.0,5.0,5.0
402,1.0,5.0,5.0
403,3.3333333333333335,5.0,5.0
404,1.0,5.0,5.0
405,2.4166666666666665,3.6666666666666665,3.6
406,1.0,1.0,1.0
407,1.0,5.0,5.0
408,1.0,2.3333333333333335,2.2
409,1.0,5.0,5.0
410,1.0,5.0,5.0
411,1.0,5.0,5.0
412,1.0,5.0,5.0
413,1.0,5.0,5.0
414,1.0,5.0,5.0
415,1.75,5.0,5.0
416,3.3333333333333335,5.0,5.0
417,1.0,2.3333333333333335,2.2
418,1.0,5.0,5.0
419,2.25,5.0,5.0
420,1.0,5.0,5.0
421,1.0,5.0,5.0
422,2.0,5.0,5.0
423,1.0,5.0,5.0
424,1.0,5.0,5.0
425,1.0,5.0,5.0
426,1.0,5.0,5.0
427,2.5833333333333335,5.0,5.0
428,1.0,5.0,4.3
429,1.0,5.0,5.0
430,1.0,5.0,5.0
431,1.0,5.0,5.0
432,1.0,5.0,5.0
433,1.0,5.0,5.0
434,1.0,5.0,5.0
435,1.0,5.0,5.0
436,1.0,5.0,5.0
437,1.0,5.0,5.0
438,1.0,5.0,5.0
439,1.0,5.0,5.0
440,1.0,5.0,5.0
441,1.0,5.0,5.0
442,1.0,5.0,5.0
443,1.0,5.0,5.0
444,1.0,5.0,5.0
445,1.0,5.0,5.0
446,1.0,5.0,5.0
447,3.0,5.0,5.0
448,1.0,5.0,5.0
449,1.0,5.0,5.0
450,1.0,5.0,5.0
451,1.0,1.0,1.0
452,1.0,5.0,5.0
453,1.0,5.0,5.0
454,1.0,5.0,5.0
455,1.0,5.0,5.0
456,1.0,5.0,5.0
457,1.0,5.0,5.0
458,2.9166666666666665,5.0,5.0
459,1.9166666666666667,5.0,5.0
460,1.0,5.0,5.0
461,1.5,5.0,5.0
462,1.0,5.0,5.0
463,1.0,5.0,5.0
464,3.0,5.0,5.0
465,2.5833333333333335,5.0,5.0
466,1.0,5.0,5.0
467,1.0,5.0,5.0
468,1.0,5.0,5.0
469,1.0,1.0,1.0
470,1.0,5.0,5.0
471,1.0,5.0,5.0
472,1.0,5.0,5.0
473,1.0,5.0,5.0
474,3.0,5.0,5.0
475,1.0,5.0,5.0
476,1.0,5.0,5.0
477,3.0,5.0,5.0
478,1.0,5.0,5.0
479,1.0,5.0,5.0
480,1.0,5.0,5.0
481,1.0,5.0,5.0
482,2.75,5.0,5.0
483,1.0,5.0,5.0
484,1.0,4.111111111111111,5.0
485,1.0,5.0,5.0
486,1.0,5.0,5.0
487,3.0,5.0,5.0
488,2.0,3.4444444444444446,3.6
489,1.0,1.0,1.0
490,1.0,5.0,5.0
491,1.0,5.0,5.0
492,1.0,5.0,5.0
493,1.0,5.0,5.0
494,1.0,5.0,5.0
495,1.0,5.0,5.0
496,2.6666666666666665,5.0,5.0
497,1.0,5.0,5.0
498,1.0,5.0,5.0
499,1.0,5.0,5.0
500,1.0,5.0,5.0
501,1.0,5.0,5.0
502,1.0,5.0,5.0
503,1.0,5.0,5.0
504,3.0,5.0,5.0
505,1.0,1.0,1.0
506,1.0,5.0,5.0
507,1.0,5.0,5.0
508,3.0,5.0,5.0
509,1.0,5.0,5.0
510,1.0,5.0,5.0
511,1.0,5.0,5.0
512,2.6666666666666665,5.0,5.0
513,1.0,5.0,5.0
514,3.0,5.0,5.0
515,1.0,5.0,5.0
516,1.0,5.0,5.0
517,2.6666666666666665,5.0,5.0
518,1.0,5.0,5.0
519,1.0,5.0,5.0
520,1.0,5.0,5.0
521,1.0,5.0,5.0
522,1.0,5.0,5.0
523,2.4166666666666665,5.0,5.0
524,1.0,5.0,5.0
525,1.0,5.0,5.0
526,1.0,5.0,5.0
527,1.0,5.0,5.0
528,1.0,5.0,5.0
529,1.0,5.0,5.0
530,2.8333333333333335,5.0,5.0
531,1.0,5.0,5.0
532,3.0,5.0,5.0
533,1.0,5.0,5.0
534,1.0,5.0,5.0
535,1.0,5.0,5.0
536,2.6666666666666665,5.0,5.0
537,1.0,5.0,5.0
538,1.0,5.0,5.0
539,1.0,5.0,5.0
540,1.0,5.0,5.0
541,1.0,5.0,5.0
542,1.0,5.0,5.0
543,3.0,5.0,5.0
544,2.75,5.0,5.0
545,1.0,5.0,5.0
546,1.0,5.0,5.0
547,1.0,5.0,5.0
548,1.0,5.0,5.0
549,1.0,5.0,5.0
550,1.0,5.0,5.0
551,1.0,5.0,5.0
552,3.0,5.0,5.0
553,1.0,5.0,5.0
554,1.0,5.0,5.0
555,1.0,5.0,5.0
556,1.0,5.0,5.0
557,1.0,5.0,5.0
558,1.0,5.0,5.0
559,1.0,5.0,5.0
560,1.0,5.0,5.0
561,1.0,5.0,5.0
562,1.0,5.0,5.0
563,1.0,5.0,5.0
564,1.0,5.0,5.0
565,1.0,5.0,5.0
566,3.0,5.0,5.0
567,1.0,5.0,5.0
568,1.0,1.0,1.0
569,3.3333333333333335,5.0,5.0
570,1.0,5.0,5.0
571,1.0,5.0,5.0
572,2.3333333333333335,5.0,5.0
573,1.0,5.0,5.0
574,1.0,5.0,5.0
575,1.0,5.0,5.0
576,2.0,5.0,5.0
577,1.0,5.0,5.0
578,1.0,5.0,5.0
579,1.0,5.0,5.0
580,1.75,5.0,5.0
581,1.0,5.0,5.0
582,1.0,3.6666666666666665,3.6
583,1.0,5.0,5.0
584,1.0,5.0,5.0
585,1.0,5.0,5.0
586,3.3333333333333335,5.0,5.0
587,1.0,5.0,5.0
588,1.0,5.0,5.0
589,1.0,5.0,5.0
590,1.0,5.0,5.0
591,1.0,5.0,5.0
592,2.6666666666666665,5.0,5.0
593,1.0,5.0,5.0
594,1.0,5.0,5.0
595,1.0,1.0,1.0
596,1.0,5.0,5.0
597,2.6666666666666665,5.0,5.0
598,1.0,5.0,5.0
599,1.0,5.0,5.0
600,2.0,5.0,5.0
601,2.5833333333333335,4.555555555555555,4.9
602,2.9166666666666665,4.444444444444445,4.6
603,2.75,3.6666666666666665,3.8
604,3.3333333333333335,4.0,4.0
605,3.5833333333333335,3.4444444444444446,2.6
606,3.0,3.111111111111111,3.1
607,3.0,2.7777777777777777,3.0
608,1.8333333333333333,4.111111111111111,5.0
609,2.5833333333333335,4.777777777777778,5.0
610,2.4166666666666665,4.666666666666667,4.9
611,3.5833333333333335,3.5555555555555554,3.8
612,3.3333333333333335,2.3333333333333335,2.0
613,1.9166666666666667,3.2222222222222223,3.4
614,3.0,3.6666666666666665,4.0
615,2.4166666666666665,4.222222222222222,3.7
616,3.4166666666666665,3.4444444444444446,2.0
617,2.9166666666666665,2.888888888888889,2.0
618,2.5,4.111111111111111,4.4
619,2.6666666666666665,3.2222222222222223,3.3
620,3.0,3.0,3.0
621,2.5833333333333335,3.111111111111111,3.0
622,2.5833333333333335,4.0,2.5
623,3.1666666666666665,3.7777777777777777,3.5
624,2.5,3.111111111111111,3.4
625,3.25,3.4444444444444446,3.0
626,2.0833333333333335,4.111111111111111,3.7
627,2.6666666666666665,3.111111111111111,2.0
628,3.6666666666666665,3.7777777777777777,3.0
629,2.0,3.2222222222222223,1.7
630,3.5,3.888888888888889,3.6
631,3.0833333333333335,3.6666666666666665,3.9
632,4.25,3.0,3.2
633,2.3333333333333335,4.111111111111111,4.0
634,1.5,2.3333333333333335,2.2
635,3.0833333333333335,3.3333333333333335,3.0
636,2.25,4.222222222222222,3.9
637,2.75,4.444444444444445,3.0
638,2.25,3.3333333333333335,3.0
639,1.5833333333333333,4.333333333333333,3.9
640,3.5,3.0,3.0
641,2.5,3.4444444444444446,3.0
642,3.75,3.6666666666666665,3.6
643,3.0833333333333335,2.888888888888889,3.2
644,2.5,3.2222222222222223,2.9
645,2.6666666666666665,3.5555555555555554,2.6
646,2.75,3.5555555555555554,3.4
647,2.0833333333333335,3.3333333333333335,3.0
648,3.3333333333333335,3.3333333333333335,4.7
649,1.5833333333333333,3.5555555555555554,3.6
650,2.75,3.888888888888889,3.6
651,3.1666666666666665,3.2222222222222223,3.0
652,1.0,5.0,5.0
653,1.0,5.0,5.0
654,1.0,5.0,5.0
655,1.0,5.0,5.0
656,1.0,5.0,5.0
657,1.0,5.0,5.0
658,1.0,5.0,5.0
659,1.0,5.0,5.0
660,1.0,5.0,5.0
661,2.6666666666666665,5.0,5.0
662,1.0,5.0,5.0
663,1.0,5.0,5.0
664,1.0,5.0,5.0
665,1.0,5.0,5.0
666,1.0,5.0,5.0
667,1.0,5.0,5.0
668,2.6666666666666665,5.0,5.0
669,1.0,5.0,5.0
670,1.0,5.0,5.0
671,1.0,5.0,5.0
672,1.9166666666666667,5.0,5.0
673,2.6666666666666665,5.0,5.0
674,1.0,5.0,5.0
675,1.0,5.0,5.0
676,3.0,5.0,5.0
677,1.0,5.0,5.0
678,2.0,5.0,5.0
679,1.0,5.0,5.0
680,1.0,5.0,5.0
681,1.0,5.0,5.0
682,2.6666666666666665,5.0,5.0
683,1.0,5.0,5.0
684,1.0,5.0,5.0
685,1.0,5.0,5.0
686,2.0,3.6666666666666665,3.6
687,1.0,5.0,5.0
688,1.0,1.0,1.0
689,1.0,5.0,5.0
690,1.0,5.0,5.0
691,1.0,5.0,5.0
692,1.0,5.0,5.0
693,1.6666666666666667,5.0,5.0
694,1.0,5.0,5.0
695,1.0,5.0,5.0
696,1.0,5.0,5.0
697,1.0,5.0,5.0
698,2.3333333333333335,5.0,5.0
699,1.0,5.0,5.0
700,1.0,5.0,5.0
701,1.0,5.0,5.0
702,1.0,5.0,5.0
703,1.6666666666666667,5.0,5.0
