ID,Preço da passagem,Espaço disponível é suficiente para os passageiros sentados ou em pé,Temperatura interna ,Tempo total de viagem  ,Frequência com que os veículos passam ao longo dia ,Velocidade dos veículos  ,Segurança dentro dos veículos e nos pontos de ônibus/estações ,"Informação de linhas, horários e itinerários  ",Locais atendidos pelo transporte público ,Confiabilidade nos horários ,Facilidade de entrada e saída dos veículos e/ou estações e pontos de ônibus  ,Limpeza dentro do veículo e nos pontos de ônibus e estações,Qual a forma que você faz a maioria das viagens?,Você tem carteira de motorista?,Você tem veículo próprio?,Você costuma usar o transporte público em quais dias?,Como você define sua frequência de uso do transporte público?,"Quantas passagens você usa por dia em suas viagens no transporte público?
",Qual o meio de pagamento você utiliza para pagar pelo transporte?,Qual a principal razão dos seus deslocamentos diários?,Quanto tempo você gasta por dia com transporte?,"Qual a principal razão pela qual você preferiria utilizar outro meio de transporte ao invés do transporte público?

",Eu gostaria de ganhar pontos ou créditos para trocar por produtos e serviços,Eu gostaria de poder usar qualquer veículo do transporte público de forma ilimitada,Eu gostaria de poder realizar uma compra antecipada por passagens ilimitadas no transporte público (pré-pago),Eu gostaria de poder realizar um pagamento depois de usar passagens ilimitadas no transporte público (pós-pago),Eu gostaria de ter a opção de pagar um valor diário por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor mensal por passagens ilimitadas no transporte público,Eu gostaria de ter a opção de pagar um valor anual por passagens ilimitadas no transporte público,Eu gostaria de receber um valor de volta por quilômetro viajado no transporte público ,Eu gostaria de receber desconto na passagem por viajar em horários fora de pico,"Se eu ganhasse pontos para trocar por produtos e serviços, usaria mais o transporte público ","Se eu pudesse pagar por dia para ter passagens ilimitadas, usaria mais transporte público","Se eu pudesse pagar por mês para ter passagens ilimitadas, usaria mais transporte público ","Se eu pudesse pagar por ano para ter passagens ilimitadas, usaria mais transporte público ","Se eu recebesse um valor em troca por quilometro viajado, usaria mais o transporte público ","Se ganhasse desconto na passagem por viajar em horários fora de pico, usaria mais o transporte público ",Eu aceitaria participar se ganhasse 10 pontos para trocar por produtos e serviços por utilizar o transporte público,Eu aceitaria pagar até 10 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar de 10 a 20 reais por dia para ter viagens ilimitadas nesse mesmo dia no transporte público,Eu aceitaria pagar entre 150 e 200 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar entre 200 e 300 reais mensais para ter viagens ilimitadas em um mês no transporte público,Eu aceitaria pagar de 800 a 1000 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria pagar entre 1000 e 1200 reais por ano para ter viagens ilimitadas em um ano no transporte público,Eu aceitaria receber até 50 centavos por quilômetro percorrido no transporte público ,Eu aceitaria receber até 5 reais a cada 20 quilômetros percorridos no transporte público ,Eu aceitaria viajar em horários fora de pico se recebesse até 1 real de desconto na passagem,Eu aceitaria viajar em horários fora de pico se recebesse até 2 reais de desconto na passagem,Eu estou satisfeito com o serviço entregue pelo transporte público ,O serviço transporte Público correspondem às minhas expectativas,Considero que as minhas necessidades de deslocamento estão sendo atendidos pelo transporte público,Considero que o transporte público tem um bom custo benefício ,Considero que sou recompensado por usar o transporte público,Cartões,Aplicativos de celular,Qr Code,Bilhete impresso,Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda
14,1,1,4,2,4,2,1,5,5,2,5,4,4,0,0,2,1,0,1,1,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,0,3,2,0,1
15,1,1,1,1,1,1,1,4,3,2,4,3,4,0,0,2,1,0,5,4,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,0,0,2,1,3,2,1,2,3,2
16,1,1,4,1,4,4,4,4,4,1,5,4,4,0,0,2,4,0,3,3,1,5,5,3,3,3,3,3,3,5,3,0,4,4,4,0,4,1,3,3,3,3,3,3,1,1,3,3,4,4,4,4,4,2,3,3,3,1,1,6,2,0,5,2
17,1,1,4,1,1,1,1,4,4,1,4,4,4,0,0,2,5,3,1,4,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,0,3,0,1,2,0,1
18,1,1,3,3,1,3,1,1,4,1,4,3,4,0,0,2,1,0,1,4,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,1,1,1,4,3,1,2,2,2,2,0,3,0,1,2,0,1
19,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,5,4,1,2,2,2,2,0,1,0,1,2,2,1
20,1,1,4,4,4,4,1,4,4,2,4,4,0,0,0,2,4,0,1,2,0,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,7,1,4,0,1
21,1,1,3,3,2,2,1,4,4,2,5,5,4,0,0,2,1,0,5,4,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,1,1,1,4,4,1,2,2,2,2,0,3,0,3,2,2,1
22,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,4,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,0,3,2,0,1,2,1,2,3,2
23,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,0,3,4,0,1
24,1,1,4,1,1,1,1,5,4,2,5,4,3,0,0,2,4,0,2,4,5,5,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,3,2,1,3,0,2,2,4,3
25,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,1,2,4,5,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,2,1,1,2,1,2,2,2
26,1,1,4,2,2,2,1,5,4,2,4,3,2,0,0,2,0,1,2,4,4,0,5,3,3,3,5,2,2,5,1,0,2,2,2,0,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,3,2,0,3,2,3,2,0,3
27,1,2,4,1,2,2,1,5,4,2,5,4,4,0,0,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,0,2,0,3,0,1,2,2,1
28,1,2,3,1,2,2,1,5,4,2,5,4,4,0,0,2,1,0,5,4,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,4,0,1,2,1,2,0,2
29,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,2,0,1,2,4,4,5,5,2,2,2,2,2,2,5,2,0,2,2,2,0,2,1,0,3,3,3,3,3,1,1,3,3,1,1,1,1,1,2,2,2,2,1,3,2,1,2,3,2
30,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,1,2,4,1,0,5,3,3,3,3,3,3,5,3,0,4,4,4,0,4,1,4,4,4,4,4,4,1,1,4,4,1,1,1,1,1,4,4,4,4,1,3,2,3,2,0,4
31,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,2,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,4,0,1,0,3,2,0,2
32,1,1,1,1,1,1,1,5,4,1,5,1,4,0,0,2,1,0,5,4,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,2,1,2,0,2
33,1,1,4,1,3,1,1,5,4,1,5,4,3,0,0,2,0,1,2,4,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,3,1,1,1,1,1,2,2,0,0,1,3,2,2,2,3,2
34,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,0,1,0,4,1,6,5,5,1,1,5,5,5,5,1,0,3,3,3,0,3,1,1,3,3,3,3,3,1,1,3,3,1,1,1,1,1,2,2,2,2,0,1,0,3,4,0,1
35,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,0,1,2,0,2
36,1,1,4,1,4,1,1,5,4,1,4,2,0,0,0,2,0,4,0,4,1,7,5,5,3,3,3,3,3,5,5,0,3,3,3,0,0,1,1,3,3,3,3,3,1,1,4,4,1,1,1,1,1,2,2,2,2,1,3,2,1,5,3,3
37,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,5,1,1,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,0,3,3,0,1
38,1,1,1,1,1,1,1,5,4,1,5,4,4,0,0,2,1,2,5,4,2,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,3,4,0,3,0,3,3,0,2
39,1,1,1,1,1,1,1,5,4,1,5,4,4,0,0,2,1,0,5,1,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,1,2,1,3,1,1,1,1,1,1,5,1,1,2,2,2,2,0,3,0,3,4,0,1
40,1,1,4,1,1,1,1,5,3,2,5,4,4,0,0,2,1,0,5,1,4,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,4,0,1,7,1,4,0,6
41,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,2,0,1,0,4,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,3,2,1,5,3,2
42,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,0,1,0,4,1,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,3,3,1,3,0,1,2,0,2
43,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,0,1,0,4,1,8,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,3,1,3,1,3,1,1,3,3,1,1,1,1,1,2,2,3,3,1,1,0,3,2,0,2
44,1,1,3,1,1,1,1,5,4,1,4,4,4,0,0,2,1,0,5,4,1,0,5,5,5,5,5,5,5,5,5,0,0,2,2,0,0,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,2,0,3,2,0,3,3,1,2,0,2
45,1,1,2,1,1,1,1,4,2,1,5,5,4,0,0,2,1,0,1,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,0,3,3,1,2,3,3
46,1,1,4,1,3,3,1,5,4,1,4,3,3,2,1,3,0,1,2,4,1,3,5,5,1,1,1,1,1,5,1,0,4,4,4,0,3,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,2,2,3,2,1,1,1,2,2,2,3
47,1,4,5,1,4,2,1,4,4,4,4,4,4,1,0,2,1,0,1,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,3,2,0,2
48,1,2,3,1,4,2,1,5,1,4,4,2,4,0,0,2,1,3,1,1,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,4,4,0,3,1,3,4,0,1
49,1,1,3,1,3,1,1,3,3,2,4,2,4,1,0,2,1,0,1,4,2,0,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,0,3,1,1,2,5,2
50,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,0,4,1,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,3,1,2,2,4
51,1,1,1,1,1,1,1,4,5,2,4,4,4,3,0,2,1,0,5,4,2,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,1,2,1,2,1,1,1,1,1,1,4,1,1,2,0,3,4,1,1,3,1,2,2,2
52,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,2,1,0,5,1,2,6,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,2,4,2,3,3,3,1,1,0,0,3,3,3,3,3,2,0,3,4,0,3,1,3,4,0,6
53,1,2,4,1,2,3,1,5,4,2,3,3,4,1,0,2,1,2,5,4,1,3,5,5,5,5,3,3,3,5,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,2,2,2,2,0,3,3,1,2,0,2
54,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,4,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,4,4,4,4,4,1,1,0,0,1,1,1,1,1,1,1,3,4,1,1,3,3,2,3,3
55,1,1,4,1,1,1,1,5,5,2,5,5,4,1,0,2,1,0,5,4,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,4,2,0,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,0,1,1,3,4,0,1
56,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,2,1,3,1,4,2,0,4,4,4,4,4,4,4,5,4,1,4,4,4,0,4,1,1,4,2,3,3,3,1,1,0,0,2,2,2,2,2,1,1,0,4,0,3,3,1,2,3,2
57,1,1,4,1,1,1,1,5,5,5,5,5,4,0,0,2,1,0,5,4,1,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,2,2,2,1,1,4,4,1,1,1,1,1,2,3,3,3,0,3,1,3,2,0,2
58,1,2,5,1,2,2,1,5,4,2,5,4,4,0,0,2,1,0,5,1,4,6,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0,1,1,3,4,2,1
59,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,0,1,0,2,0,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,0,3,1,1,3,3,2,3,4
60,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,0,1,2,4,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,4,4,1,1,1,2,5,2,3
61,2,2,2,2,2,2,2,4,4,2,4,4,4,0,0,2,1,0,5,4,1,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,4,4,4,4,4,1,1,4,4,1,1,1,1,1,2,1,0,4,1,3,1,1,2,0,2
62,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,1,8,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,0,1,1,3,4,0,3
63,1,2,3,2,3,1,1,5,4,1,4,3,4,0,0,2,1,0,5,1,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,2,2,3,3,3,1,1,1,1,1,1,5,1,1,2,2,0,1,0,3,8,3,4,0,6
64,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,0,1,0,4,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,3,1,1,3,1,2,3,4
65,1,2,4,1,2,1,1,4,3,2,4,2,4,1,0,2,1,0,5,4,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,1,1,2,4,2
66,1,2,2,1,2,2,1,2,2,2,2,2,4,0,0,2,1,2,1,4,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,1,0,1,4,1,0,5,3
67,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,0,1,0,4,5,7,5,5,2,1,1,1,1,5,4,0,3,3,3,0,3,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,2,2,2,2,1,3,4,2,5,3,3
68,1,2,2,1,2,2,1,2,2,2,2,2,4,0,0,2,1,2,1,1,2,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,0,1,1,3,4,2,2
69,2,2,5,2,2,2,2,5,5,3,5,5,4,0,0,2,0,0,5,4,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,2,2,2,2,0,1,1,3,4,0,2
70,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,2,0,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,0,0,1,1,1,1,1,2,2,3,1,0,3,1,3,2,0,4
71,1,1,3,1,1,1,1,5,4,2,5,5,4,0,0,2,6,0,3,3,1,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,3,3,2,0,3,5,1,0,5,2
72,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,4,1,0,2,0,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,3,1,3,1,3,1,1,0,0,1,1,1,1,1,2,2,2,2,1,1,1,3,2,0,4
73,2,2,2,2,2,2,2,4,4,4,4,4,4,0,0,2,1,2,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,2,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,0,3,3,1,2,0,1
74,1,1,1,1,1,1,1,1,1,1,1,1,4,2,0,2,5,0,2,4,2,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,5,1,1,2,2,2,2,1,3,1,2,1,3,1
75,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,2,1,0,1,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,1,2,2,3,3,2,3,3,2,1,0,6
76,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,0,1,2,4,5,8,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,1,1,1,1,5,3,3
77,1,1,1,1,1,1,1,5,5,5,5,5,4,0,0,2,1,2,5,1,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,3,1,3,4,0,2
78,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,0,3,0,0,0,3,3,2,0,2
79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,1,2,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,0,2
80,1,1,1,1,1,1,1,4,4,4,4,4,4,0,0,2,1,0,5,4,2,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,2,2,0,2,0,3,3,1,2,0,2
81,1,1,5,1,1,1,1,5,5,5,5,5,4,0,0,2,6,0,3,3,4,6,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,1,1,5,5,5,5,5,2,3,3,3,0,1,5,2,0,3,3
